cluster	men2012	women2012	paperN	label	men1990_2012	women1990_2012	men1989	women1989	men1900	women1900	men1901_1910	women1901_1910	men1911_1920	women1911_1920	men1921_1930	women1921_1930	men1931_1940	women1931_1940	men1941_1950	women1941_1950	men1951_1960	women1951_1960	men1961_1970	women1961_1970	men1971_1980	women1971_1980	men1981_1990	women1981_1990	men1991_2000	women1991_2000	men2001_2010	women2001_2010	men2011_2020	women2011_2020	men2010	women2010	firstM1901_1910	firstF1901_1910	firstM1911_1920	firstF1911_1920	firstM1921_1930	firstF1921_1930	firstM1931_1940	firstF1931_1940	firstM1941_1950	firstF1941_1950	firstM1951_1960	firstF1951_1960	firstM1961_1970	firstF1961_1970	firstM1971_1980	firstF1971_1980	firstM1981_1990	firstF1981_1990	firstM1991_2000	firstF1991_2000	firstM2001_2010	firstF2001_2010	firstM2011_2020	firstF2011_2020	lastM1901_1910	lastF1901_1910	lastM1911_1920	lastF1911_1920	lastM1921_1930	lastF1921_1930	lastM1931_1940	lastF1931_1940	lastM1941_1950	lastF1941_1950	lastM1951_1960	lastF1951_1960	lastM1961_1970	lastF1961_1970	lastM1971_1980	lastF1971_1980	lastM1981_1990	lastF1981_1990	lastM1991_2000	lastF1991_2000	lastM2001_2010	lastF2001_2010	firstM2012	firstF2012	lastM2012	lastF2012	firstM1900	firstF1900	lastM1900	lastF1900
1:1:1:29	371	86	365	Semi-arid ecology	328	81	43	5	0	0	0	0	0	0	1	0	1	0	2	0	2	0	4	0	8	2	44	8	117	26	185	50	7	0	20	6	0	0	0	0	1	0	1	0	2	0	2	0	2	0	5	1	22	7	53	13	35	24	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	15	0	38	7	68	10	126	45	128	18	0	0	0	0
1:1:1:3	1159	402	1156	Tundra ecosystems	853	356	306	46	0	0	0	0	2	0	1	0	11	0	10	0	21	1	41	1	98	14	129	32	246	112	580	235	20	7	63	39	0	0	1	0	1	0	8	0	10	0	18	1	27	0	55	7	67	19	83	48	118	83	6	2	0	0	1	0	0	0	2	0	0	0	2	0	14	1	30	7	40	7	89	24	157	42	394	160	340	84	0	0	0	0
1:1:1:30	447	149	515	Treeline ecology	328	127	119	22	0	0	0	0	1	0	0	0	0	1	4	0	2	0	10	1	41	4	72	18	124	45	185	75	8	5	19	7	0	0	1	0	0	0	0	1	3	0	2	0	8	1	31	3	50	9	62	24	71	22	4	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	1	16	7	40	10	54	29	232	62	120	48	0	0	0	0
1:1:1:31	103	100	497	Historical ecology (UK)	49	20	54	80	0	0	0	0	0	0	1	0	0	0	1	4	4	4	7	10	17	41	27	23	39	16	7	2	0	0	0	0	0	0	0	0	1	0	0	0	1	4	4	3	6	8	11	30	16	12	17	10	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	4	9	11	7	12	4	1	1	61	68	29	24	0	0	0	0
1:1:1:32	804	218	473	Fire and forests	735	212	69	6	0	0	0	0	0	0	2	0	2	0	1	0	2	0	8	0	9	1	56	7	169	44	533	150	22	16	46	13	0	0	0	0	2	0	2	0	1	0	2	0	5	0	7	0	27	4	75	19	154	44	5	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	16	2	47	13	142	31	280	72	213	49	0	0	0	0
1:1:1:33	374	101	292	Tropical deforestation	323	90	51	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	6	1	49	11	132	26	176	61	8	2	14	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	6	1	28	3	56	8	47	21	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	4	29	8	50	12	140	34	91	24	0	0	0	0
1:1:1:34	535	174	457	Riparian ecosystems	423	171	112	3	2	0	0	0	0	0	2	0	2	0	5	0	16	0	17	0	30	0	45	3	192	67	220	101	4	3	20	7	0	0	0	0	2	0	2	0	5	0	13	0	9	0	18	0	28	2	80	26	66	38	0	2	0	0	0	0	0	0	0	0	0	0	3	0	6	0	10	0	15	1	53	18	74	26	225	68	163	45	2	0	0	0
1:1:1:35	352	131	361	Understory ecology	314	127	38	4	0	0	0	0	1	0	0	0	3	0	0	0	2	0	2	0	6	0	30	4	94	32	210	95	4	0	17	14	0	0	1	0	0	0	2	0	0	0	2	0	2	0	4	0	20	3	36	17	55	50	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	9	1	33	7	78	14	123	70	122	22	0	0	0	0
1:1:1:37	203	56	238	Tropical forest phenology	147	49	56	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	25	1	36	5	67	22	72	27	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	15	0	20	5	28	6	24	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	12	0	22	7	23	7	90	22	64	14	0	0	0	0
1:1:1:39	230	99	230	Seed size effects	226	94	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	4	67	24	152	62	7	8	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	4	26	11	44	25	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	29	4	50	7	73	42	80	12	0	0	0	0
1:1:1:4	743	182	827	Grazing	588	157	155	25	0	0	0	0	0	0	0	0	2	0	0	0	7	0	9	0	37	3	121	25	281	54	284	99	2	1	18	8	0	0	0	0	0	0	1	0	0	0	5	0	6	0	20	2	58	19	119	32	87	41	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	9	1	48	5	101	14	102	30	296	94	267	51	0	0	0	0
1:1:1:41	519	164	357	Tropic forest diversity	502	160	17	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	15	4	56	23	419	126	27	11	54	22	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	8	1	20	11	112	31	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	16	6	120	26	147	49	150	36	0	0	0	0
1:1:1:42	282	77	280	Historical response to climate change	184	57	98	20	0	0	0	0	0	0	0	0	0	0	0	0	3	2	13	1	34	8	50	9	62	30	119	27	1	0	9	0	0	0	0	0	0	0	0	0	0	0	3	2	10	1	23	5	30	7	26	14	32	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	3	15	2	20	11	32	8	125	37	74	24	0	0	0	0
1:1:1:43	301	64	246	Carbon budget	265	59	36	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	31	6	137	23	118	34	0	0	9	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	14	1	47	3	23	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	2	32	7	29	4	98	20	74	13	0	0	0	0
1:1:1:46	160	49	248	Community assembly	148	49	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	1	89	27	57	21	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	1	31	11	23	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	40	7	15	6	62	17	60	13	0	0	0	0
1:1:1:49	343	107	228	Diversity and productivity	332	106	11	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	7	1	7	1	182	45	138	58	7	2	21	8	0	0	0	0	0	0	1	0	0	0	0	0	1	0	4	1	4	0	72	13	33	21	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	44	13	43	5	117	35	92	18	0	0	0	0
1:1:1:5	1117	186	883	Climax forests	768	161	349	25	1	0	0	0	1	0	3	0	13	0	12	0	31	2	47	2	82	12	180	12	351	49	393	109	3	0	36	19	0	0	1	0	3	0	13	0	9	0	27	1	29	2	52	11	108	7	139	25	132	45	1	0	0	0	0	0	0	0	0	0	3	0	4	0	13	0	29	1	54	5	122	9	145	21	515	91	371	36	1	0	0	0
1:1:1:50	214	80	210	Nutrient availability	190	78	24	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	2	78	26	112	51	0	1	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	22	15	34	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	30	8	44	9	67	38	80	19	0	0	0	0
1:1:1:51	289	12	279	Grassland invasions	84	7	205	5	0	0	0	0	1	0	2	0	3	0	6	1	7	0	71	0	68	0	52	4	30	1	46	6	3	0	0	0	0	0	1	0	2	0	3	0	5	0	6	0	33	0	33	0	27	3	12	0	17	2	0	0	0	0	0	0	0	0	0	0	1	1	1	0	25	0	31	0	20	1	17	0	17	3	139	5	113	5	0	0	0	0
1:1:1:52	201	15	242	Growth inhibition	23	6	178	9	0	0	0	0	0	0	11	0	3	0	5	0	8	1	58	1	67	6	28	1	16	4	5	2	0	0	1	1	0	0	0	0	1	0	2	0	2	0	6	0	32	1	33	4	14	1	7	2	2	2	0	0	0	0	0	0	1	0	1	0	3	0	2	1	19	0	31	2	13	0	8	0	3	0	99	10	81	3	0	0	0	0
1:1:1:53	187	72	203	Ant-plant dispersal mutualism	113	47	74	25	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	24	3	50	27	42	20	67	22	0	0	11	4	0	0	0	0	0	0	1	0	0	0	0	0	2	0	13	2	24	14	18	6	20	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	19	9	18	7	26	5	79	33	72	22	1	0	0	0
1:1:1:54	86	10	201	Early work in prairie ecology	7	3	79	7	0	0	0	0	0	0	2	1	15	0	22	3	17	0	13	0	6	2	4	1	7	3	0	0	0	0	0	0	0	0	0	0	1	1	12	0	17	1	11	0	8	0	3	2	2	1	5	1	0	0	0	0	0	0	0	0	1	0	2	0	5	2	5	0	5	0	3	0	2	0	2	1	0	0	59	6	25	3	0	0	0	0
1:1:1:58	396	125	267	Steppe grasslands	367	122	29	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	1	20	2	106	35	249	83	12	4	32	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	10	1	28	10	51	23	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	1	35	13	57	21	96	34	102	37	0	0	0	0
1:1:1:59	326	133	346	Mangrove ecosystems	267	113	59	20	0	0	0	0	0	0	0	0	1	0	2	0	5	1	3	4	14	8	38	9	102	49	160	62	1	0	17	8	0	0	0	0	0	0	1	0	2	0	4	1	3	1	7	7	20	4	42	30	46	21	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	4	1	10	1	37	12	47	16	126	64	99	33	0	0	0	0
1:1:1:6	837	289	839	Avian seed dispersal	558	230	279	59	1	0	0	0	5	0	6	0	2	1	8	0	1	1	21	1	53	12	199	57	278	91	255	118	8	8	25	9	0	0	2	0	2	0	2	1	7	0	1	0	11	0	43	5	122	42	130	40	93	45	3	3	0	0	0	0	1	0	0	0	1	0	0	1	6	0	8	5	56	10	90	28	95	31	417	136	261	76	1	0	0	0
1:1:1:60	185	38	233	Tree allometry	137	34	48	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0	38	4	45	8	89	25	1	1	9	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	29	1	30	1	33	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	7	2	7	3	26	8	100	10	44	14	0	0	0	0
1:1:1:64	297	128	210	Soil nutrients	285	127	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	1	8	0	95	29	189	96	0	2	13	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	5	0	38	14	49	34	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	33	6	50	22	95	50	86	29	0	0	0	0
1:1:1:65	335	99	218	Desert ecology	289	92	46	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	22	2	31	6	86	18	190	71	5	2	22	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	2	9	5	29	3	40	28	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	13	0	29	7	61	9	93	40	112	16	0	0	0	0
1:1:1:69	184	104	222	Mediterranean grasslands	181	101	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	47	25	122	74	12	2	13	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	14	15	31	23	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15	5	35	22	49	39	52	30	0	0	0	0
1:1:1:7	310	56	628	Multivariate statistical methods	114	31	196	25	0	0	0	0	1	1	2	0	1	0	2	0	7	0	11	2	88	12	94	12	71	13	32	13	1	3	3	0	0	0	1	0	2	0	1	0	2	0	6	0	9	2	61	6	53	5	31	7	12	3	0	1	0	0	0	1	0	0	0	0	0	0	1	0	2	0	21	4	26	6	20	5	10	4	178	24	80	21	0	0	0	0
1:1:1:72	353	102	228	Florida scrub	307	91	46	11	1	0	0	0	0	0	1	0	2	0	0	0	1	0	1	0	4	1	40	11	118	41	185	49	0	0	12	3	0	0	0	0	1	0	2	0	0	0	1	0	1	0	3	0	18	6	47	22	56	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	11	5	43	12	67	7	130	50	122	25	1	0	0	0
1:1:1:74	375	57	403	Weed seed management	318	52	57	5	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	4	1	61	3	152	13	155	39	0	0	15	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	1	29	1	50	4	40	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	21	2	60	5	63	15	124	18	146	23	0	0	0	0
1:1:1:75	412	111	303	Xylem physiology	349	106	63	5	3	0	2	0	0	0	0	0	0	0	0	0	0	1	2	1	6	0	57	5	53	8	263	90	26	6	48	22	2	0	0	0	0	0	0	0	0	0	0	1	1	1	4	0	27	2	22	8	71	25	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	22	2	22	0	77	23	137	37	128	28	3	0	0	0
1:1:1:8	372	145	485	Plant competition	305	123	67	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	70	27	118	46	165	66	9	6	8	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	33	18	57	22	61	24	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	28	8	48	15	56	19	161	66	138	44	0	0	0	0
1:1:1:82	136	3	205	Grass response to grazing	43	2	93	1	0	0	0	0	0	0	0	0	0	0	4	0	13	1	21	0	21	0	39	0	26	1	12	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	1	14	0	11	0	20	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	6	0	10	0	16	0	16	0	6	1	63	1	59	1	0	0	0	0
1:1:1:85	212	81	299	Ozone effects	159	65	53	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	1	50	17	109	50	47	13	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	21	8	38	17	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	18	5	31	17	13	4	75	28	65	27	0	0	0	0
1:1:1:89	286	61	274	Rangeland dynamics	248	59	38	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	6	1	29	2	69	13	169	41	6	4	17	6	0	0	0	0	0	0	0	0	0	0	1	0	2	0	5	1	16	0	37	8	65	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	8	2	24	3	53	17	128	22	90	24	0	0	0	0
1:1:1:9	996	355	672	Effects of biodiversity	987	355	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	12	1	187	57	768	280	26	17	43	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0	73	14	215	87	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	40	11	213	65	303	103	262	81	0	0	0	0
1:1:1:90	161	52	221	Fructan metabolism	137	48	24	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	22	3	93	27	42	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	12	2	27	13	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7	1	35	7	13	3	52	18	56	12	0	0	0	0
1:1:1:93	275	110	265	UV radiation	239	109	36	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	29	0	118	56	116	53	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	15	0	42	19	30	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	8	0	38	17	25	10	95	32	74	27	0	0	0	0
1:1:1:99	200	58	211	Bromeliads	114	44	86	14	0	0	1	0	0	0	3	2	1	0	5	0	7	0	10	2	12	4	52	8	57	24	50	16	2	2	8	4	1	0	0	0	3	0	1	0	5	0	4	0	9	0	10	0	27	0	24	6	16	6	0	1	0	0	0	0	0	2	0	0	0	0	3	0	1	2	1	3	18	4	15	8	18	5	100	13	56	25	0	0	0	0
1:01:02	3666	1169	3906	Plant-animal interactions	2368	905	1298	264	8	1	6	1	7	2	6	1	24	4	21	0	24	4	112	5	363	60	831	216	977	317	1213	524	74	34	74	41	6	1	5	2	5	1	21	3	18	0	19	4	68	3	222	37	457	138	422	171	388	182	16	9	0	0	2	0	1	0	3	1	3	0	5	0	31	2	99	18	281	46	384	83	411	121	1655	552	1230	280	8	1	0	0
1:1:2:1	2686	820	2837	Herbivory	1713	646	973	174	6	1	4	0	3	2	5	1	13	0	14	0	17	3	82	3	244	36	665	151	768	244	833	359	32	20	43	18	4	0	2	2	4	1	12	0	11	0	12	3	48	1	142	24	364	93	329	136	255	132	12	6	0	0	1	0	1	0	1	0	3	0	5	0	23	2	73	9	227	34	302	64	296	79	1201	399	938	195	6	1	0	0
1:1:2:2	687	276	747	Ant mutualisms	457	197	230	79	1	0	0	1	3	0	0	0	6	2	5	0	5	1	17	1	84	24	123	57	154	69	281	118	8	3	16	19	0	1	2	0	0	0	5	1	5	0	5	1	11	1	58	13	63	40	70	33	105	39	2	2	0	0	1	0	0	0	1	1	0	0	0	0	5	0	16	9	43	10	61	18	83	31	327	131	213	69	1	0	0	0
1:01:03	2671	1295	3464	Plant-fungal symbioses	2226	1135	445	160	1	0	1	0	2	5	6	2	7	0	4	1	17	2	17	6	84	29	356	141	668	274	1437	792	71	43	147	84	1	0	1	5	5	1	7	0	2	0	11	2	12	5	46	16	153	74	238	116	328	263	12	11	0	0	1	0	1	1	0	0	2	1	6	0	5	0	29	10	152	48	241	78	423	154	817	493	876	296	1	0	0	0
1:1:3:1	2123	1017	2894	Micorrhiza	1762	877	361	140	1	0	0	0	2	5	6	2	7	0	4	1	15	2	15	4	75	25	271	121	489	203	1173	614	65	40	125	60	0	0	1	5	5	1	7	0	2	0	10	2	10	3	41	14	108	63	163	86	268	194	12	11	0	0	1	0	1	1	0	0	2	1	5	0	5	0	26	9	121	42	173	58	346	109	628	379	695	223	1	0	0	0
1:1:3:1:1	937	437	1348	Vesicular-arbuscular mycorrhiza	757	375	180	62	0	0	0	0	0	0	1	1	1	0	0	0	5	0	2	0	31	16	161	55	256	104	449	245	31	16	40	14	0	0	0	0	1	1	1	0	0	0	3	0	1	0	17	9	72	26	83	46	90	89	4	4	0	0	0	0	0	0	0	0	0	0	2	0	1	0	11	7	65	19	99	32	145	46	272	175	328	105	0	0	0	0
1:1:3:1:2	1131	551	1500	Ectomycorrhizal plants	958	474	173	77	1	0	0	0	2	5	4	1	3	0	4	1	10	2	13	4	43	9	106	65	233	97	683	348	29	19	73	43	0	0	1	5	3	0	3	0	2	0	7	2	9	3	23	5	34	36	80	39	171	99	7	3	0	0	1	0	1	1	0	0	2	1	3	0	4	0	15	2	55	23	74	25	191	60	341	192	353	114	1	0	0	0
1:1:3:2	463	229	441	Fungal endophytes	395	209	68	20	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	2	4	4	73	20	165	62	210	138	6	3	16	16	1	0	0	0	0	0	0	0	0	0	1	0	2	2	2	2	38	11	68	24	51	49	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	28	6	65	18	57	39	163	88	153	65	0	0	0	0
1:01:04	248	37	477	Forest floor and animal communities	45	9	203	28	0	0	1	0	5	0	14	1	35	1	11	5	29	2	41	5	45	9	25	5	22	4	18	4	2	1	0	0	1	0	5	0	13	0	33	0	9	5	21	1	34	3	29	5	12	4	10	2	6	0	0	1	0	0	0	0	1	1	2	1	2	0	7	1	6	2	11	4	12	0	10	2	6	2	173	21	58	13	0	0	0	0
1:02	56507	11723	47031	Evolutionary ecology	32470	9172	24037	2551	218	6	313	10	350	22	647	54	1051	107	1519	87	2095	136	3599	256	5765	607	9511	1458	13161	2898	18022	5953	256	129	1381	574	243	8	231	9	366	28	644	60	901	43	1288	69	2417	128	3674	327	5063	741	5628	1308	5446	2227	67	38	24	1	30	6	57	9	98	24	193	23	352	41	763	100	1514	197	3001	416	4405	825	5771	1374	26163	4992	16304	3032	195	6	12	0
1:20	1946	648	1175	Emerging zoonotic diseases	1504	584	442	64	1	0	0	0	4	1	1	0	10	2	19	0	52	4	64	6	71	6	258	55	764	238	696	331	6	5	58	27	0	0	4	1	1	0	7	0	12	0	30	2	45	0	34	2	82	15	193	56	150	83	2	2	0	0	0	0	0	0	2	2	6	0	16	1	16	5	23	4	73	11	189	42	158	54	561	161	485	121	1	0	0	0
1:22	613	49	572	Pliocene and pleistocene fauna	166	21	447	28	7	0	1	0	4	0	4	0	44	6	33	5	93	4	99	2	92	3	78	10	53	7	101	12	4	0	9	0	1	0	4	0	4	0	23	4	21	4	63	2	83	0	72	2	57	8	40	3	34	4	1	0	0	0	0	0	0	0	5	0	5	0	9	1	14	2	19	1	20	1	12	3	28	2	410	27	113	10	7	0	0	0
1:23	661	128	635	Osmotic regulation in fish	191	57	470	71	2	0	1	0	3	0	14	2	32	1	28	6	51	12	115	21	142	13	90	19	76	14	107	40	0	0	3	3	1	0	3	0	10	1	26	1	16	3	34	4	65	8	83	6	51	8	35	6	26	11	0	0	0	0	0	0	3	1	6	0	9	1	13	4	33	10	44	4	29	6	24	3	27	13	352	48	188	42	2	0	0	0
1:28	523	120	451	Marine mammals	195	78	328	42	2	0	1	0	1	0	2	0	9	0	38	1	53	2	90	13	56	11	82	17	110	34	79	42	0	0	3	5	1	0	1	0	2	0	7	0	20	0	34	1	56	3	29	2	50	6	43	14	18	18	0	0	0	0	0	0	0	0	2	0	6	1	16	1	23	7	19	6	26	9	37	8	29	10	263	44	158	42	2	0	0	0
1:02:01	45935	8664	36814	Avian ecology	25512	6573	20423	2091	171	0	236	4	257	16	522	42	907	85	1344	66	1830	102	3037	202	4970	493	8016	1228	10799	2233	13697	4130	149	63	1013	389	193	2	174	8	268	19	525	47	759	31	1096	53	2036	106	3120	272	4183	611	4548	1024	4096	1587	37	17	11	1	22	4	43	7	81	15	166	14	304	27	656	75	1324	157	2568	357	3622	654	4358	982	21187	3777	13206	2303	152	0	8	0
1:2:1:1	7251	1967	7475	Mating and social systems	3683	1441	3568	526	38	0	29	2	38	3	101	7	171	19	310	24	250	24	495	68	888	126	1406	285	1581	496	1924	896	20	17	135	76	22	2	26	1	53	5	109	13	129	7	168	17	352	44	609	71	803	151	717	240	596	357	4	5	1	0	5	0	7	0	14	4	29	6	39	5	88	17	224	38	432	76	553	141	681	210	3618	913	2080	501	30	0	1	0
1:2:1:10	986	114	783	Pesticides and hatching	220	57	766	57	0	0	1	0	1	0	0	0	7	1	28	0	32	0	192	18	340	22	174	18	138	26	73	29	0	0	4	3	1	0	0	0	0	0	6	1	15	0	21	0	104	4	154	10	70	2	44	10	22	13	0	0	0	0	1	0	0	0	1	0	10	0	8	0	55	10	102	9	61	7	42	8	23	8	437	40	303	42	0	0	0	0
1:2:1:12	914	48	584	Southwestern Birds 	98	15	816	33	20	0	16	0	21	1	17	1	122	9	185	6	203	11	141	1	51	2	46	3	53	4	39	10	0	0	0	1	16	0	15	0	13	0	32	1	61	1	75	3	92	1	40	1	33	2	30	2	14	3	0	0	0	0	1	0	1	1	10	0	24	1	27	2	26	0	9	0	9	0	14	2	12	2	437	14	135	8	16	0	2	0
1:2:1:1:1	325	56	306	Mating systems	47	18	278	38	2	0	2	0	3	0	13	0	39	4	10	1	14	0	38	8	69	6	90	20	28	11	17	6	0	0	1	1	2	0	3	0	4	0	14	1	9	0	11	0	21	5	46	5	45	13	14	7	5	3	0	0	0	0	0	0	1	0	3	1	1	1	3	0	7	1	16	1	31	4	12	2	8	0	176	34	82	10	2	0	0	0
1:2:1:1:2	793	221	783	Birdsong	444	166	349	55	1	0	2	0	2	0	1	1	3	0	1	0	12	0	23	2	112	18	214	39	204	63	217	95	1	3	27	10	2	0	2	0	1	1	3	0	1	0	9	0	19	1	78	8	118	14	105	33	76	40	0	1	0	0	0	0	0	0	0	0	0	0	3	0	4	1	29	7	59	17	71	20	82	22	415	98	249	68	1	0	0	0
1:2:1:1:3	577	179	519	Extrapair fertilization	472	157	105	22	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	26	5	97	23	258	67	194	84	0	0	10	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	1	50	14	96	24	51	35	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	1	30	4	87	21	73	16	214	74	198	42	0	0	0	0
1:2:1:1:4	439	137	422	Helping at the nest	241	97	198	40	1	0	0	0	0	0	1	0	3	0	22	2	19	0	7	0	32	7	125	31	109	30	118	66	2	1	7	9	0	0	0	0	1	0	3	0	3	0	6	0	6	0	21	4	67	15	50	15	36	32	0	1	0	0	0	0	0	0	0	0	3	0	2	0	1	0	9	1	38	7	41	9	50	14	194	67	145	31	1	0	0	0
1:2:1:1:5	330	55	231	Animal dispersal	241	46	89	9	0	0	0	0	0	0	0	0	0	0	2	0	4	0	5	0	13	0	74	10	101	12	131	33	0	0	9	4	0	0	0	0	0	0	0	0	2	0	4	0	3	0	8	0	39	4	43	6	36	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	26	3	37	1	41	4	135	23	108	8	0	0	0	0
1:2:1:2	9262	2155	7917	Avian reproductive investment	5621	1613	3641	542	20	0	62	0	58	7	111	7	134	8	132	5	206	23	371	22	903	135	1818	374	2368	538	3025	1018	54	18	244	102	42	0	40	3	50	4	85	5	105	3	128	13	263	11	586	79	973	177	993	242	848	402	17	4	4	0	4	3	9	2	12	2	9	2	39	7	75	10	230	39	562	109	792	137	978	227	4150	943	2731	540	20	0	0	0
1:2:1:2:1	2789	615	2562	Brood provisioning	1757	466	1032	149	6	0	9	0	12	3	16	1	11	3	31	1	68	7	85	9	275	42	599	93	738	158	921	291	18	7	85	36	6	0	6	1	9	1	11	3	20	0	42	2	65	2	179	22	323	47	332	73	266	120	6	2	1	0	1	1	2	0	0	0	2	1	17	4	18	7	69	17	186	23	270	39	310	66	1271	273	880	159	6	0	0	0
1:2:1:2:2	5451	1193	4449	Seabirds and waders	3166	849	2285	344	12	0	40	0	37	2	75	5	87	2	91	3	123	14	257	11	566	82	1074	242	1400	311	1660	514	29	7	114	43	28	0	26	1	32	2	48	2	77	2	73	9	175	9	370	51	571	113	569	141	450	202	10	0	2	0	3	1	5	2	11	0	5	1	21	3	51	2	145	21	333	76	440	79	527	126	2441	532	1553	311	12	0	0	0
